Virizion,0.905625
Terrakion,0.905625
Cobalion,0.905625
Infernape,0.90625
Gengar,0.906875
Froslass,0.906875
Durant,0.906875
Espeon,0.9075
Persian,0.91125
Raichu,0.9125
Purugly,0.9125
Tauros,0.915
Dugtrio,0.9175
Latias,0.92
Whimsicott,0.920625
Archeops,0.92125
Mega Gallade,0.9225
Lugia,0.923125
Scolipede,0.923125
Latios,0.92375
Thundurus Incarnate Forme,0.925
Tornadus Incarnate Forme,0.925
Mega Latias,0.925625
Mega Latios,0.926875
Serperior,0.926875
Sneasel,0.92875
Mega Metagross,0.929375
Jolteon,0.933125
Swellow,0.93375
Mega Diancie,0.93375
Mega Lucario,0.93375
Starmie,0.934375
Cinccino,0.934375
Deoxys Speed Forme,0.935625
Ambipom,0.93875
Zebstrika,0.94125
Floatzel,0.943125
Hawlucha,0.943125
Raikou,0.94375
Mega Houndoom,0.94625
Mega Absol,0.948125
Talonflame,0.948125
Azelf,0.948125
Noivern,0.948125
Sceptile,0.95
Mega Gengar,0.955
Mega Pidgeot,0.955
Greninja,0.956875
Tornadus Therian Forme,0.960625
Arceus,0.96125
Mega Manectric,0.96125
Mega Rayquaza,0.96125
Crobat,0.963125
Mega Salamence,0.964375
Darkrai,0.966875
Weavile,0.9675
Aerodactyl,0.96875
Shaymin Sky Forme,0.9725
Meloetta Pirouette Forme,0.97375
Mewtwo,0.98
Mega Lopunny,0.985
Mega Beedrill,0.985
Mega Mewtwo X,0.98625
Mega Sceptile,0.986875
Mega Mewtwo Y,0.989375
Mega Aerodactyl,0.99375
Deoxys Normal Forme,0.994375
DeoxysAttack Forme,0.995
